0.999504	2.2519
0.164606	3.48843
0.439242	2.95339
0.373568	3.0607
0.217504	3.36217
0.333109	3.13157
0.275581	3.24022
0.710565	2.5783
0.270487	3.25037
0.22594	3.34353
0.486977	2.88036
0.532761	2.81361
0.664669	2.63591
0.34165	3.11627
0.799865	2.4713
0.822261	2.44542
0.4968	2.86579
0.878843	2.38156
0.735059	2.54831
0.652166	2.65195
0.907747	2.34973
0.846702	2.41757
0.631872	2.67831
0.551924	2.78653
0.775771	2.49956
0.592965	2.73006
0.908201	2.34923
0.930845	2.32465
0.572347	2.75818
0.628779	2.68237
0.614648	2.70102
0.950433	2.30363
0.60234	2.71744
0.938584	2.31632
0.760868	2.51725
0.775771	2.49956
0.580875	2.74649
0.561932	2.77257
0.743524	2.53807
0.658993	2.64317
0.224082	3.3476
0.851876	2.41173
0.97535	2.2772
0.495298	2.86801
0.5797	2.74809
0.869735	2.3917
0.860391	2.40215
0.869392	2.39208
0.33675	3.12502
0.860391	2.40215
0.554824	2.78247
0.968175	2.28478
0.60786	2.71006
0.559257	2.77629
0.275581	3.24022
0.956234	2.29745
0.749132	2.53131
0.749494	2.53087
0.978865	2.2735
0.757862	2.52084
0.755058	2.5242
0.966803	2.28623
0.84875	2.41526
0.933611	2.32167
0.962655	2.29063
0.985857	2.26616
0.987695	2.26423
0.983121	2.26903
0.957559	2.29604
0.981586	2.27064
0.760826	2.5173
0.992385	2.25933
0.755058	2.5242
0.959525	2.29395
0.611359	2.70539
0.612293	2.70415
0.334868	3.1284
0.932872	2.32247
0.990161	2.26165
0.996246	2.2553
0.609816	2.70745
0.99411	2.25753
0.334666	3.12877
0.990988	2.26079
0.960399	2.29302
0.930845	2.32465
0.99786	2.25362
0.495671	2.86745
0.609816	2.70745
0.99411	2.25753
0.996429	2.25511
0.982161	2.27004
0.961584	2.29176
0.998441	2.25301
0.961711	2.29163
0.612293	2.70415
0.999174	2.25225
0.990289	2.26152
0.933433	2.32186
0.869392	2.39208
